"8                                                                                        6                     
"9                                                                                                              
"7                                                                                                              
"9                                                                                                              
"6                                                                                                              
"7                                                                                                              
"9                                                                                                              
"5                                                                                                              
"1                                                                                                              
"8                                                                                                              
"2                                                                                                              
"5                                                                                                              
"6                                                                                                              
"2                                                                                                              
"9                                                                                                              
"5                                                                                                              
"9                                                                                                              
"8                                                                                                              
"9                                                                                                              
"6                                                                                                              
"0                                                                                                              
"4                                                                                                              
"2                                                                                                              
"3                                                                                                              
"7                                                                                                              
"0                                                                                                              
"6                                                                                                              
"5                                                                                                              
"0                                                                                                              
"2                                                                                                              
"9                                                                                                              
"4                                                                                                              
"9                                                                                                              
"4                                                                                                              
"7                                                                                                              
"0                                                                                                              
"0                                                                                                              
"1                                                                                                              
"4                                                                                                              
"1                                                                                                              
"0                                                                                                              
"8                                                                                                              
"6                                                                                                              
"0                                                                                                              
"8                                                                                                              
"5                                                                                                              
"1                                                                                                              
"4                                                                                                              
"8                                                                                                              
"4                                                                                                              
"1                                                                                                              
"5                                                                                                              
"2                                                                                                              
"2                                                                                                              
"8                                                                                                              
"7                                                                                                              
"7                                                                                                              
"4                                                                                                              
"1                                                                                                              
"2                                                                                                              
"6                                                                                                              
"4                                                                                                              
"4                                                                                                              
"7                                                                                                              
"3                                                                                                              
"3                                                                                                              
"5                                                                                                              
"1                                                                                                              
"5                                                                                                              
"8                                                                                                              
"3                                                                                                              
"5                                                                                                              
"9                                                                                                              
"1                                                                                                              
"1                                                                                                              
"2                                                                                                              
"3                                                                                                              
"9                                                                                                              
"3                                                                                                              
"2                                                                                                              
"7                                                                                                              
"6                                                                                                              
"8                                                                                                              
"3                                                                                                              
"7                                                                                                              
"8                                                                                                              
"2                                                                                                              
"6                                                                                                              
"5                                                                                                              
"3                                                                                                              
"3                                                                                                              
"0                                                                                                              
"6                                                                                                              
"6                                                                                                              
"0                                                                                                              
"1                                                                                                              
